interview_id,turn_idx,gpt_label,gpt_confidence
149786,0,NEGATIVE,1
109458,5,POSITIVE,1
176274,4,POSITIVE,1
166980,5,NEUTRAL,1
166983,9,POSITIVE,1
176188,0,POSITIVE,1
119285,9,NEUTRAL,1
89142,2,NEUTRAL,1
176478,6,POSITIVE,1
89488,1,NEUTRAL,1
99151,1,POSITIVE,1
130157,0,NEGATIVE,1
119594,4,POSITIVE,1
166781,1,NEUTRAL,1
109171,0,POSITIVE,1
149907,2,NEUTRAL,1
89289,1,NEUTRAL,1
109458,4,POSITIVE,1
130078,1,NEUTRAL,1
166996,5,NEGATIVE,1
139716,7,NEUTRAL,1
98706,3,POSITIVE,1
166904,5,NEUTRAL,1
119235,5,POSITIVE,1
98706,9,POSITIVE,1
119495,6,NEUTRAL,1
89576,1,NEUTRAL,1
149787,1,NEUTRAL,0
176195,3,POSITIVE,1
167034,10,POSITIVE,1
89142,0,NEUTRAL,0
149684,12,NEUTRAL,0
109415,10,POSITIVE,1
89489,7,POSITIVE,1
99223,4,POSITIVE,1
176479,2,NEGATIVE,1
89488,8,NEGATIVE,1
119405,6,NEUTRAL,0
166654,17,POSITIVE,1
89581,18,POSITIVE,1
130083,7,NEUTRAL,0
176355,4,NEUTRAL,0
89457,17,POSITIVE,1
129901,7,NEUTRAL,0
129755,0,NEUTRAL,0
99158,9,POSITIVE,1
166977,1,NEGATIVE,1
99157,0,NEUTRAL,1
159859,6,NEUTRAL,1
140086,5,POSITIVE,1
176349,2,POSITIVE,1
159591,2,NEGATIVE,1
89289,4,POSITIVE,1
166660,19,POSITIVE,1
166781,4,NEUTRAL,1
98806,6,POSITIVE,1
139975,5,NEUTRAL,1
130160,5,POSITIVE,1
98691,10,POSITIVE,1
139790,4,POSITIVE,1
139982,0,NEGATIVE,1
176768,1,POSITIVE,1
150097,3,POSITIVE,1
166776,0,NEUTRAL,1
99249,0,NEGATIVE,1
166979,3,POSITIVE,1
99088,1,NEGATIVE,1
159668,3,NEGATIVE,1
176125,7,NEGATIVE,1
119478,17,NEUTRAL,1
109169,6,POSITIVE,1
119428,11,NEUTRAL,1
159782,4,POSITIVE,1
130026,8,NEUTRAL,1
149623,11,POSITIVE,1
129996,11,NEUTRAL,1
119234,6,POSITIVE,1
149911,0,NEUTRAL,1
89488,2,POSITIVE,1
140147,11,NEGATIVE,1
119212,12,NEUTRAL,1
89457,21,NEUTRAL,1
140263,6,NEUTRAL,1
166874,1,NEUTRAL,1
140014,0,NEGATIVE,1
140327,3,POSITIVE,1
166777,11,NEUTRAL,1
119569,7,POSITIVE,1
129755,1,POSITIVE,1
98821,1,NEUTRAL,1
176123,7,NEUTRAL,1
159779,2,POSITIVE,1
176269,1,POSITIVE,1
130035,9,POSITIVE,1
119391,2,NEUTRAL,1
139844,5,POSITIVE,1
150096,7,POSITIVE,1
99304,2,NEUTRAL,1
129917,4,NEGATIVE,1
176771,8,NEUTRAL,1
89567,6,POSITIVE,1
89581,14,NEUTRAL,1
109274,3,POSITIVE,1
119495,8,NEUTRAL,1
166868,4,POSITIVE,1
98705,4,NEGATIVE,1
176121,6,NEGATIVE,1
140009,2,NEUTRAL,0
166853,2,NEUTRAL,0
129837,0,POSITIVE,1
99086,0,POSITIVE,1
89576,12,POSITIVE,1
176646,3,NEUTRAL,0
140016,5,POSITIVE,1
119484,9,NEGATIVE,1
119497,0,NEGATIVE,1
98702,12,POSITIVE,1
159563,2,NEUTRAL,0
176183,3,NEUTRAL,0
89144,13,NEUTRAL,0
89454,0,POSITIVE,1
159668,2,NEGATIVE,1
89506,3,NEUTRAL,0
129802,7,NEUTRAL,0
130006,10,NEGATIVE,1
166907,0,NEGATIVE,1
166782,3,NEUTRAL,0
176652,2,NEUTRAL,0
129797,0,POSITIVE,1
119418,3,POSITIVE,1
119592,15,NEUTRAL,0
119232,0,NEUTRAL,0
166904,10,NEGATIVE,1
166699,5,NEUTRAL,0
149954,12,NEGATIVE,1
159844,8,NEUTRAL,0
166908,4,POSITIVE,1
89429,5,NEUTRAL,0
176126,4,NEGATIVE,1
99044,6,NEGATIVE,1
176195,5,POSITIVE,1
119569,5,POSITIVE,1
99243,16,POSITIVE,1
159925,4,NEGATIVE,1
166825,0,POSITIVE,1
89161,1,NEUTRAL,0
159897,3,NEGATIVE,1
119646,6,NEUTRAL,1
98991,2,POSITIVE,1
119517,10,NEUTRAL,1
119727,8,POSITIVE,1
129829,2,NEGATIVE,1
89116,1,NEUTRAL,1
176230,8,POSITIVE,1
140131,13,POSITIVE,1
99130,13,NEUTRAL,1
176159,0,NEUTRAL,1
166933,10,POSITIVE,1
139957,2,POSITIVE,1
109438,3,NEUTRAL,1
119731,11,POSITIVE,1
166824,12,POSITIVE,1
166721,6,NEGATIVE,1
99344,5,NEUTRAL,1
89104,3,NEUTRAL,1
89221,4,NEUTRAL,1
159917,1,POSITIVE,1
119363,7,NEGATIVE,1
166712,11,POSITIVE,1
176563,3,POSITIVE,1
98735,1,NEUTRAL,1
166745,6,NEUTRAL,1
159648,12,POSITIVE,1
119473,11,NEUTRAL,1
139767,8,POSITIVE,1
109438,17,NEUTRAL,1
119363,10,NEGATIVE,1
140190,5,NEUTRAL,1
119209,10,NEGATIVE,1
166887,3,NEGATIVE,1
166766,1,POSITIVE,1
149834,1,POSITIVE,1
149628,7,POSITIVE,1
130057,4,NEUTRAL,1
176299,6,NEGATIVE,1
119379,9,NEUTRAL,1
99137,7,POSITIVE,1
176301,3,POSITIVE,1
109345,9,NEUTRAL,0
139756,4,POSITIVE,1
139749,13,NEUTRAL,0
99135,1,NEUTRAL,0
98795,11,POSITIVE,1
149920,1,NEUTRAL,0
99365,0,POSITIVE,1
166717,1,NEUTRAL,0
149600,7,NEUTRAL,0
89358,1,NEGATIVE,1
89120,5,NEGATIVE,1
119381,2,NEUTRAL,0
140131,12,POSITIVE,1
109132,14,POSITIVE,1
176564,1,NEGATIVE,1
119520,1,POSITIVE,1
166824,8,NEGATIVE,1
119199,0,NEGATIVE,1
89122,0,NEUTRAL,0
109500,1,POSITIVE,1
119545,6,NEUTRAL,0
159652,5,POSITIVE,1
159868,3,POSITIVE,1
109135,6,POSITIVE,1
149626,4,NEUTRAL,0
119625,5,NEUTRAL,0
166746,10,NEUTRAL,0
119508,2,POSITIVE,1
176410,5,NEUTRAL,0
129712,0,NEGATIVE,1
159648,8,POSITIVE,1
140322,3,POSITIVE,1
98718,6,NEUTRAL,0
149658,6,POSITIVE,1
129850,5,NEUTRAL,0
176296,1,NEUTRAL,0
89431,7,POSITIVE,1
119470,8,NEUTRAL,0
98792,1,NEUTRAL,0
159903,1,NEUTRAL,1
176564,7,POSITIVE,1
139953,5,NEUTRAL,1
99229,3,NEGATIVE,1
159917,2,POSITIVE,1
89159,4,NEGATIVE,1
166577,8,NEUTRAL,1
166615,6,NEGATIVE,1
98729,11,NEUTRAL,1
109429,1,NEUTRAL,1
109358,6,NEGATIVE,1
109432,3,NEGATIVE,1
159727,3,POSITIVE,1
139696,11,NEUTRAL,1
109442,9,NEUTRAL,1
99180,4,NEUTRAL,1
140285,4,NEGATIVE,1
129856,1,POSITIVE,1
149652,12,NEUTRAL,1
149705,2,NEUTRAL,1
176543,2,POSITIVE,1
98716,3,NEUTRAL,0
140140,0,NEUTRAL,0
98731,3,POSITIVE,1
119442,10,NEGATIVE,1
89158,0,POSITIVE,1
119625,10,POSITIVE,1
140283,5,NEUTRAL,0
89156,2,POSITIVE,1
99141,11,POSITIVE,1
166511,8,POSITIVE,1
119442,3,NEGATIVE,1
98786,1,POSITIVE,1
149599,3,NEUTRAL,0
159727,4,NEGATIVE,1
149706,8,POSITIVE,1
109129,0,POSITIVE,1
98720,1,NEGATIVE,1
139919,8,POSITIVE,1
89435,1,POSITIVE,1
140117,12,POSITIVE,1
109496,8,NEUTRAL,1
129621,12,NEUTRAL,1
176570,3,POSITIVE,1
149654,1,NEUTRAL,1
119712,8,POSITIVE,1
119518,3,NEUTRAL,1
159897,5,POSITIVE,1
140042,1,NEGATIVE,1
129981,1,POSITIVE,1
109345,6,NEUTRAL,1
119508,9,NEGATIVE,1
109353,2,NEUTRAL,1
166525,2,NEUTRAL,1
119470,11,NEUTRAL,1
140033,0,NEUTRAL,1
89103,6,NEGATIVE,1
89434,0,NEGATIVE,1
139769,0,POSITIVE,1
109324,1,POSITIVE,1
166619,7,NEGATIVE,1
99137,8,NEUTRAL,0
140196,6,POSITIVE,1
166616,6,POSITIVE,1
109498,5,POSITIVE,1
109345,5,POSITIVE,1
98717,7,NEGATIVE,1
166822,4,POSITIVE,1
139917,9,NEGATIVE,1
166944,20,NEUTRAL,0
176306,0,NEUTRAL,0
89344,3,NEGATIVE,1
129718,8,NEUTRAL,0
159896,7,NEUTRAL,0
176402,5,POSITIVE,1
99135,15,NEGATIVE,1
119760,2,POSITIVE,1
159729,1,NEGATIVE,1
119197,4,NEUTRAL,0
176405,5,NEGATIVE,1
140197,5,NEUTRAL,1
119716,5,POSITIVE,1
109489,4,NEUTRAL,1
109329,8,NEUTRAL,1
176569,2,POSITIVE,1
109432,6,POSITIVE,1
166525,5,POSITIVE,1
166823,13,POSITIVE,1
140068,4,NEUTRAL,1
166527,7,POSITIVE,1
176226,11,POSITIVE,1
89101,3,NEGATIVE,1
139691,10,NEUTRAL,1
89101,1,NEUTRAL,1
99129,5,NEGATIVE,1
119716,7,POSITIVE,1
149918,3,POSITIVE,1
159916,4,NEUTRAL,1
129766,8,NEUTRAL,1
119758,8,POSITIVE,1
166618,17,NEGATIVE,1
159922,2,POSITIVE,1
140345,6,NEUTRAL,0
159719,4,NEGATIVE,1
129623,9,NEUTRAL,0
149839,5,NEGATIVE,1
89434,3,NEUTRAL,0
119311,9,NEUTRAL,0
99186,6,NEGATIVE,1
149872,0,NEUTRAL,0
140117,10,POSITIVE,1
176564,2,NEGATIVE,1
129715,6,NEUTRAL,0
109104,0,NEUTRAL,0
140044,13,NEUTRAL,0
89430,4,POSITIVE,1
129829,8,POSITIVE,1
109103,0,NEUTRAL,0
140111,5,NEUTRAL,0
139813,1,NEUTRAL,0
166521,4,POSITIVE,1
98718,2,POSITIVE,1
99102,7,NEUTRAL,0
109423,3,NEUTRAL,0
140140,14,NEUTRAL,0
139915,4,POSITIVE,1
166889,1,NEUTRAL,0
176405,6,NEUTRAL,0
129619,9,NEUTRAL,0
166940,2,POSITIVE,1
89099,3,NEGATIVE,1
176296,7,POSITIVE,1
176153,2,POSITIVE,1
166520,0,POSITIVE,1
166511,12,NEUTRAL,0
159901,3,POSITIVE,1
99135,3,POSITIVE,1
166576,3,POSITIVE,1
166620,15,NEUTRAL,0
166711,12,POSITIVE,1
99274,2,POSITIVE,1
129878,5,NEUTRAL,0
159921,8,POSITIVE,1
99201,6,POSITIVE,1
176155,1,POSITIVE,1
99282,2,POSITIVE,1
119476,1,NEUTRAL,0
129766,3,POSITIVE,1
109110,7,NEUTRAL,0
119521,4,NEGATIVE,1
109345,0,POSITIVE,1
140072,18,POSITIVE,1
166823,2,NEUTRAL,0
166718,14,NEUTRAL,0
119250,5,POSITIVE,1
159757,0,POSITIVE,1
89355,2,NEUTRAL,0
119311,5,POSITIVE,1
109354,9,NEGATIVE,1
119321,1,NEUTRAL,0
159873,5,NEUTRAL,1
89153,0,POSITIVE,1
176225,2,NEGATIVE,1
119476,6,POSITIVE,1
139764,10,NEUTRAL,1
99185,4,POSITIVE,1
139768,5,POSITIVE,1
149765,13,POSITIVE,1
139771,7,NEGATIVE,1
119731,0,POSITIVE,1
149600,5,NEGATIVE,1
99185,3,NEGATIVE,1
140044,3,POSITIVE,1
149862,8,POSITIVE,1
176561,9,POSITIVE,1
119199,6,NEUTRAL,1
140347,2,POSITIVE,1
140344,5,NEGATIVE,1
140195,7,NEUTRAL,1
139768,0,POSITIVE,1
159921,4,POSITIVE,1
140277,0,NEUTRAL,1
159920,8,POSITIVE,1
140046,4,NEUTRAL,1
119208,4,NEUTRAL,1
109123,11,NEUTRAL,0
119712,3,POSITIVE,1
149841,1,POSITIVE,1
166522,9,POSITIVE,1
98718,4,POSITIVE,1
176154,12,NEGATIVE,1
139812,2,POSITIVE,1
119761,1,NEUTRAL,1
109132,8,POSITIVE,1
159921,10,POSITIVE,1
129852,1,POSITIVE,1
139753,2,NEGATIVE,1
176303,6,POSITIVE,1
176304,8,NEUTRAL,1
99296,0,NEUTRAL,1
176229,16,NEUTRAL,0
166891,8,POSITIVE,1
119517,8,NEGATIVE,1
119319,0,NEUTRAL,0
109329,0,POSITIVE,1
149870,1,NEGATIVE,1
119517,12,POSITIVE,1
119197,6,NEUTRAL,0
176570,11,POSITIVE,1
139720,4,NEUTRAL,0
176232,12,POSITIVE,1
166712,8,NEUTRAL,0
119728,7,NEUTRAL,0
99185,0,NEUTRAL,0
129621,14,NEUTRAL,0
149654,4,NEUTRAL,0
176225,6,NEUTRAL,0
119760,4,POSITIVE,1
149919,3,NEGATIVE,1
119456,0,NEUTRAL,0
99136,9,NEUTRAL,1
149600,2,POSITIVE,1
98794,5,NEUTRAL,1
149654,7,NEUTRAL,1
166885,5,POSITIVE,1
166928,13,NEUTRAL,1
166928,0,POSITIVE,1
119188,4,NEUTRAL,1
89101,4,NEGATIVE,1
149708,4,POSITIVE,1
109344,1,NEUTRAL,1
140142,7,NEUTRAL,1
119343,8,NEUTRAL,1
119508,7,POSITIVE,1
166603,3,POSITIVE,1
139721,8,POSITIVE,1
129718,15,POSITIVE,1
109135,14,NEUTRAL,1
159658,11,POSITIVE,1
89353,3,POSITIVE,1
140322,14,NEGATIVE,1
140111,13,POSITIVE,1
119189,2,NEGATIVE,1
139691,7,NEUTRAL,1
176147,7,NEUTRAL,1
166932,3,NEGATIVE,1
176225,7,POSITIVE,1
109495,1,NEGATIVE,1
119727,10,NEUTRAL,1
176223,0,NEUTRAL,1
159878,6,POSITIVE,1
140111,12,POSITIVE,1
176407,3,POSITIVE,1
166617,0,POSITIVE,1
89098,1,POSITIVE,1
166887,1,NEGATIVE,1
166574,2,POSITIVE,1
159653,4,POSITIVE,1
129972,6,NEUTRAL,1
119757,2,NEGATIVE,1
119713,2,POSITIVE,1
109499,0,NEGATIVE,1
140116,8,NEUTRAL,1
166717,3,NEUTRAL,1
99203,1,NEUTRAL,1
149709,2,POSITIVE,1
98734,2,NEUTRAL,1
139768,7,NEUTRAL,1
119190,3,POSITIVE,1
119442,0,NEGATIVE,1
119441,3,NEUTRAL,1
109428,6,NEUTRAL,1
109128,2,NEGATIVE,1
109488,4,NEUTRAL,1
139810,4,NEGATIVE,1
176410,6,POSITIVE,1
119209,4,NEUTRAL,1
109135,2,NEGATIVE,1
119189,6,POSITIVE,1
109110,4,NEUTRAL,1
109438,0,NEUTRAL,1
99127,1,NEUTRAL,1
139720,1,POSITIVE,1
99204,10,POSITIVE,1
166827,8,NEUTRAL,1
166618,6,POSITIVE,1
166929,5,NEUTRAL,1
176296,3,POSITIVE,1
159756,9,NEUTRAL,1
139919,0,POSITIVE,1
99364,0,POSITIVE,1
139694,6,POSITIVE,1
109129,1,POSITIVE,1
109488,6,NEUTRAL,1
166522,7,NEUTRAL,1
98904,0,NEGATIVE,1
166886,7,NEUTRAL,1
176562,10,POSITIVE,1
159833,5,POSITIVE,1
119727,4,POSITIVE,1
89360,0,NEGATIVE,1
166615,1,NEUTRAL,1
119469,6,POSITIVE,1
166839,2,POSITIVE,1
159873,4,POSITIVE,1
98740,3,NEUTRAL,1
140033,8,POSITIVE,1
119551,4,POSITIVE,1
109218,8,POSITIVE,1
139719,4,NEUTRAL,1
119203,10,NEUTRAL,1
119473,6,NEUTRAL,1
139752,12,POSITIVE,1
129983,2,POSITIVE,1
166929,2,NEGATIVE,1
119185,15,NEUTRAL,1
159717,5,NEUTRAL,1
119626,7,POSITIVE,1
119625,12,POSITIVE,1
139919,2,POSITIVE,1
176158,7,POSITIVE,1
109358,5,NEUTRAL,1
119646,2,POSITIVE,1
119316,2,POSITIVE,1
140284,7,POSITIVE,1
98792,0,NEUTRAL,1
99039,3,NEUTRAL,1
119201,13,NEUTRAL,1
166525,7,POSITIVE,1
176562,7,POSITIVE,1
119469,12,POSITIVE,1
89344,0,POSITIVE,1
149599,0,NEUTRAL,1
130053,4,NEGATIVE,1
89431,11,POSITIVE,1
176153,5,NEUTRAL,1
176159,2,NEUTRAL,1
140198,4,NEGATIVE,1
159869,7,POSITIVE,1
99271,9,NEUTRAL,1
166522,0,NEGATIVE,1
176559,7,POSITIVE,1
140217,0,POSITIVE,1
149646,13,NEUTRAL,0
139750,6,NEUTRAL,0
109138,9,NEGATIVE,1
166891,5,POSITIVE,1
176227,0,NEUTRAL,0
99125,2,NEGATIVE,1
89161,3,POSITIVE,1
159874,8,POSITIVE,1
119728,1,POSITIVE,1
140069,7,NEUTRAL,0
89151,4,NEUTRAL,0
166616,5,NEUTRAL,0
129983,1,POSITIVE,1
176566,2,NEGATIVE,1
119249,1,NEUTRAL,0
166929,7,NEUTRAL,0
119315,5,NEUTRAL,0
129880,6,NEUTRAL,1
99040,4,POSITIVE,1
98733,2,NEUTRAL,1
99137,0,NEGATIVE,1
139917,6,NEUTRAL,1
140046,5,NEUTRAL,1
129616,0,POSITIVE,1
166942,1,POSITIVE,1
139719,8,NEUTRAL,1
176149,7,NEUTRAL,1
129982,1,NEGATIVE,1
140033,9,NEUTRAL,1
176224,1,NEGATIVE,1
119206,5,POSITIVE,1
89342,4,NEUTRAL,1
119321,14,NEUTRAL,1
140074,13,POSITIVE,1
119456,3,POSITIVE,1
149710,5,POSITIVE,1
109132,12,POSITIVE,1
89362,3,POSITIVE,1
140111,6,POSITIVE,1
119445,2,NEUTRAL,1
129961,1,NEGATIVE,1
129877,5,NEUTRAL,1
129614,3,POSITIVE,1
139719,3,NEUTRAL,1
176160,1,NEUTRAL,1
140217,5,NEUTRAL,1
140117,1,POSITIVE,1
119344,4,NEGATIVE,1
119381,1,NEUTRAL,1
139955,5,NEUTRAL,1
176402,10,NEUTRAL,1
109218,0,NEGATIVE,1
149631,5,POSITIVE,1
139810,11,POSITIVE,1
139766,4,NEGATIVE,1
166889,10,NEUTRAL,1
89101,5,NEGATIVE,1
89158,5,NEGATIVE,1
119315,9,NEUTRAL,0
99101,4,POSITIVE,1
98732,7,NEGATIVE,1
99204,11,POSITIVE,1
140197,3,NEUTRAL,0
119344,8,POSITIVE,1
176300,1,NEUTRAL,0
176305,3,NEUTRAL,0
109429,6,NEUTRAL,0
109110,6,NEUTRAL,0
176304,7,NEGATIVE,1
166716,5,POSITIVE,1
166808,17,POSITIVE,1
119310,2,POSITIVE,1
119253,1,POSITIVE,1
159820,3,NEUTRAL,0
98909,0,NEUTRAL,0
98741,5,POSITIVE,1
129612,2,NEUTRAL,0
149600,3,POSITIVE,1
129964,0,POSITIVE,1
140029,0,NEUTRAL,1
119321,6,NEUTRAL,1
119712,6,POSITIVE,1
159815,0,POSITIVE,1
149914,2,NEUTRAL,1
166745,0,POSITIVE,1
98795,4,NEUTRAL,1
159870,3,POSITIVE,1
166888,6,NEGATIVE,1
129961,0,NEGATIVE,1
166808,18,NEUTRAL,1
129972,16,NEUTRAL,1
149920,3,POSITIVE,1
99363,8,NEUTRAL,1
176562,8,POSITIVE,1
166889,7,POSITIVE,1
149652,8,POSITIVE,1
166720,10,POSITIVE,1
